Word/Token,Frequency Count,LEXI System Classification,Target Suggestion
member,463,Team Standard Term,N/A (Valid Domain Keyword)
session,463,Team Standard Term,N/A (Valid Domain Keyword)
avoid,462,Team Standard Term,N/A (Valid Domain Keyword)
behavior,462,Team Standard Term,N/A (Valid Domain Keyword)
declare,462,Team Standard Term,N/A (Valid Domain Keyword)
target,461,Team Standard Term,N/A (Valid Domain Keyword)
guess,460,Team Standard Term,N/A (Valid Domain Keyword)
resource,457,Team Standard Term,N/A (Valid Domain Keyword)
latest,457,Team Standard Term,N/A (Valid Domain Keyword)
loading,455,Team Standard Term,N/A (Valid Domain Keyword)
across,455,Team Standard Term,N/A (Valid Domain Keyword)
real,455,Team Standard Term,N/A (Valid Domain Keyword)
navigation,455,Team Standard Term,N/A (Valid Domain Keyword)
sender,454,Team Standard Term,N/A (Valid Domain Keyword)
course,453,Team Standard Term,N/A (Valid Domain Keyword)
host,452,Team Standard Term,N/A (Valid Domain Keyword)
rather,452,Team Standard Term,N/A (Valid Domain Keyword)
assign,451,Team Standard Term,N/A (Valid Domain Keyword)
merge,450,Team Standard Term,N/A (Valid Domain Keyword)
retrieve,450,Team Standard Term,N/A (Valid Domain Keyword)
icon,444,Team Standard Term,N/A (Valid Domain Keyword)
wrote,443,Team Standard Term,N/A (Valid Domain Keyword)
outside,440,Team Standard Term,N/A (Valid Domain Keyword)
operation,439,Team Standard Term,N/A (Valid Domain Keyword)
normal,439,Team Standard Term,N/A (Valid Domain Keyword)
unit,439,Team Standard Term,N/A (Valid Domain Keyword)
sequence,437,Team Standard Term,N/A (Valid Domain Keyword)
entry,436,Team Standard Term,N/A (Valid Domain Keyword)
displayed,436,Team Standard Term,N/A (Valid Domain Keyword)
receive,435,Team Standard Term,N/A (Valid Domain Keyword)
symbol,433,Team Standard Term,N/A (Valid Domain Keyword)
ways,433,Team Standard Term,N/A (Valid Domain Keyword)
happening,432,Team Standard Term,N/A (Valid Domain Keyword)
expect,431,Team Standard Term,N/A (Valid Domain Keyword)
branch,431,Team Standard Term,N/A (Valid Domain Keyword)
center,431,Team Standard Term,N/A (Valid Domain Keyword)
temp,430,Team Standard Term,N/A (Valid Domain Keyword)
least,429,Team Standard Term,N/A (Valid Domain Keyword)
searching,428,Team Standard Term,N/A (Valid Domain Keyword)
anybody,428,Team Standard Term,N/A (Valid Domain Keyword)
begin,427,Team Standard Term,N/A (Valid Domain Keyword)
player,425,Team Standard Term,N/A (Valid Domain Keyword)
decimal,424,Team Standard Term,N/A (Valid Domain Keyword)
proper,423,Team Standard Term,N/A (Valid Domain Keyword)
suppose,423,Team Standard Term,N/A (Valid Domain Keyword)
whenever,422,Team Standard Term,N/A (Valid Domain Keyword)
route,422,Team Standard Term,N/A (Valid Domain Keyword)
submit,420,Team Standard Term,N/A (Valid Domain Keyword)
cloud,418,Team Standard Term,N/A (Valid Domain Keyword)
port,416,Team Standard Term,N/A (Valid Domain Keyword)
links,415,Team Standard Term,N/A (Valid Domain Keyword)
limit,415,Team Standard Term,N/A (Valid Domain Keyword)
modify,414,Team Standard Term,N/A (Valid Domain Keyword)
notification,413,Team Standard Term,N/A (Valid Domain Keyword)
zero,413,Team Standard Term,N/A (Valid Domain Keyword)
stream,412,Team Standard Term,N/A (Valid Domain Keyword)
saying,412,Team Standard Term,N/A (Valid Domain Keyword)
lambda,410,Team Standard Term,N/A (Valid Domain Keyword)
together,408,Team Standard Term,N/A (Valid Domain Keyword)
provided,407,Team Standard Term,N/A (Valid Domain Keyword)
book,406,Team Standard Term,N/A (Valid Domain Keyword)
collection,405,Team Standard Term,N/A (Valid Domain Keyword)
unexpected,404,Team Standard Term,N/A (Valid Domain Keyword)
scroll,404,Team Standard Term,N/A (Valid Domain Keyword)
entire,403,Team Standard Term,N/A (Valid Domain Keyword)
home,403,Team Standard Term,N/A (Valid Domain Keyword)
cursor,402,Team Standard Term,N/A (Valid Domain Keyword)
havent,400,Team Standard Term,N/A (Valid Domain Keyword)
sheet,399,Team Standard Term,N/A (Valid Domain Keyword)
authentication,398,Team Standard Term,N/A (Valid Domain Keyword)
repository,398,Team Standard Term,N/A (Valid Domain Keyword)
third,398,Team Standard Term,N/A (Valid Domain Keyword)
assignment,397,Team Standard Term,N/A (Valid Domain Keyword)
azure,396,Team Standard Term,N/A (Valid Domain Keyword)
practice,395,Team Standard Term,N/A (Valid Domain Keyword)
hide,391,Team Standard Term,N/A (Valid Domain Keyword)
choose,390,Team Standard Term,N/A (Valid Domain Keyword)
inner,390,Team Standard Term,N/A (Valid Domain Keyword)
dynamically,389,Team Standard Term,N/A (Valid Domain Keyword)
terminal,388,Team Standard Term,N/A (Valid Domain Keyword)
cause,387,Team Standard Term,N/A (Valid Domain Keyword)
prevent,387,Team Standard Term,N/A (Valid Domain Keyword)
developer,387,Team Standard Term,N/A (Valid Domain Keyword)
area,387,Team Standard Term,N/A (Valid Domain Keyword)
later,387,Team Standard Term,N/A (Valid Domain Keyword)
auto,386,Team Standard Term,N/A (Valid Domain Keyword)
require,386,Team Standard Term,N/A (Valid Domain Keyword)
average,384,Team Standard Term,N/A (Valid Domain Keyword)
validation,383,Team Standard Term,N/A (Valid Domain Keyword)
virtual,381,Team Standard Term,N/A (Valid Domain Keyword)
press,379,Team Standard Term,N/A (Valid Domain Keyword)
release,379,Team Standard Term,N/A (Valid Domain Keyword)
primary,379,Team Standard Term,N/A (Valid Domain Keyword)
plot,379,Team Standard Term,N/A (Valid Domain Keyword)
equivalent,378,Team Standard Term,N/A (Valid Domain Keyword)
score,378,Team Standard Term,N/A (Valid Domain Keyword)
counter,378,Team Standard Term,N/A (Valid Domain Keyword)
specify,377,Team Standard Term,N/A (Valid Domain Keyword)
effect,376,Team Standard Term,N/A (Valid Domain Keyword)
procedure,376,Team Standard Term,N/A (Valid Domain Keyword)
greatly,375,Team Standard Term,N/A (Valid Domain Keyword)
common,374,Team Standard Term,N/A (Valid Domain Keyword)
finding,373,Team Standard Term,N/A (Valid Domain Keyword)
unfortunately,372,Team Standard Term,N/A (Valid Domain Keyword)
redirect,372,Team Standard Term,N/A (Valid Domain Keyword)
head,371,Team Standard Term,N/A (Valid Domain Keyword)
white,369,Team Standard Term,N/A (Valid Domain Keyword)
printing,369,Team Standard Term,N/A (Valid Domain Keyword)
purpose,368,Team Standard Term,N/A (Valid Domain Keyword)
hard,368,Team Standard Term,N/A (Valid Domain Keyword)
render,367,Team Standard Term,N/A (Valid Domain Keyword)
sometimes,366,Team Standard Term,N/A (Valid Domain Keyword)
happen,366,Team Standard Term,N/A (Valid Domain Keyword)
somehow,365,Team Standard Term,N/A (Valid Domain Keyword)
converting,365,Team Standard Term,N/A (Valid Domain Keyword)
continue,365,Team Standard Term,N/A (Valid Domain Keyword)
turn,363,Team Standard Term,N/A (Valid Domain Keyword)
share,363,Team Standard Term,N/A (Valid Domain Keyword)
probably,362,Team Standard Term,N/A (Valid Domain Keyword)
completely,361,Team Standard Term,N/A (Valid Domain Keyword)
bash,361,Team Standard Term,N/A (Valid Domain Keyword)
enough,361,Team Standard Term,N/A (Valid Domain Keyword)
free,360,Team Standard Term,N/A (Valid Domain Keyword)
execution,360,Team Standard Term,N/A (Valid Domain Keyword)
editor,356,Team Standard Term,N/A (Valid Domain Keyword)
executed,356,Team Standard Term,N/A (Valid Domain Keyword)
active,356,Team Standard Term,N/A (Valid Domain Keyword)
visible,355,Team Standard Term,N/A (Valid Domain Keyword)
came,354,Team Standard Term,N/A (Valid Domain Keyword)
stuff,354,Team Standard Term,N/A (Valid Domain Keyword)
fixed,354,Team Standard Term,N/A (Valid Domain Keyword)
included,353,Team Standard Term,N/A (Valid Domain Keyword)
report,353,Team Standard Term,N/A (Valid Domain Keyword)
fill,353,Team Standard Term,N/A (Valid Domain Keyword)
tool,352,Team Standard Term,N/A (Valid Domain Keyword)
forint,352,Team Standard Term,N/A (Valid Domain Keyword)
remote,352,Team Standard Term,N/A (Valid Domain Keyword)
assume,351,Team Standard Term,N/A (Valid Domain Keyword)
hash,350,Team Standard Term,N/A (Valid Domain Keyword)
boot,350,Team Standard Term,N/A (Valid Domain Keyword)
detect,349,Team Standard Term,N/A (Valid Domain Keyword)
domain,349,Team Standard Term,N/A (Valid Domain Keyword)
definition,348,Team Standard Term,N/A (Valid Domain Keyword)
built,348,Team Standard Term,N/A (Valid Domain Keyword)
dependency,347,Team Standard Term,N/A (Valid Domain Keyword)
taking,347,Team Standard Term,N/A (Valid Domain Keyword)
attempt,347,Team Standard Term,N/A (Valid Domain Keyword)
font,346,Team Standard Term,N/A (Valid Domain Keyword)
exact,344,Team Standard Term,N/A (Valid Domain Keyword)
alert,343,Team Standard Term,N/A (Valid Domain Keyword)
comment,342,Team Standard Term,N/A (Valid Domain Keyword)
sent,342,Team Standard Term,N/A (Valid Domain Keyword)
batch,342,Team Standard Term,N/A (Valid Domain Keyword)
guide,340,Team Standard Term,N/A (Valid Domain Keyword)
person,340,Team Standard Term,N/A (Valid Domain Keyword)
snippet,339,Team Standard Term,N/A (Valid Domain Keyword)
contents,339,Team Standard Term,N/A (Valid Domain Keyword)
handler,339,Team Standard Term,N/A (Valid Domain Keyword)
configure,338,Team Standard Term,N/A (Valid Domain Keyword)
employee,337,Team Standard Term,N/A (Valid Domain Keyword)
said,337,Team Standard Term,N/A (Valid Domain Keyword)
consider,336,Team Standard Term,N/A (Valid Domain Keyword)
perfectly,336,Team Standard Term,N/A (Valid Domain Keyword)
coming,335,Team Standard Term,N/A (Valid Domain Keyword)
follow,334,Team Standard Term,N/A (Valid Domain Keyword)
usage,334,Team Standard Term,N/A (Valid Domain Keyword)
scope,334,Team Standard Term,N/A (Valid Domain Keyword)
drop,334,Team Standard Term,N/A (Valid Domain Keyword)
enable,334,Team Standard Term,N/A (Valid Domain Keyword)
world,331,Team Standard Term,N/A (Valid Domain Keyword)
security,330,Team Standard Term,N/A (Valid Domain Keyword)
commit,329,Team Standard Term,N/A (Valid Domain Keyword)
tree,328,Team Standard Term,N/A (Valid Domain Keyword)
contact,326,Team Standard Term,N/A (Valid Domain Keyword)
deploy,325,Team Standard Term,N/A (Valid Domain Keyword)
adapter,325,Team Standard Term,N/A (Valid Domain Keyword)
functionality,325,Team Standard Term,N/A (Valid Domain Keyword)
advice,325,Team Standard Term,N/A (Valid Domain Keyword)
incorrect,323,Team Standard Term,N/A (Valid Domain Keyword)
thinking,323,Team Standard Term,N/A (Valid Domain Keyword)
matter,322,Team Standard Term,N/A (Valid Domain Keyword)
category,322,Team Standard Term,N/A (Valid Domain Keyword)
pull,322,Team Standard Term,N/A (Valid Domain Keyword)
trigger,322,Team Standard Term,N/A (Valid Domain Keyword)
desired,321,Team Standard Term,N/A (Valid Domain Keyword)
storage,321,Team Standard Term,N/A (Valid Domain Keyword)
sign,320,Team Standard Term,N/A (Valid Domain Keyword)
sending,319,Team Standard Term,N/A (Valid Domain Keyword)
entity,319,Team Standard Term,N/A (Valid Domain Keyword)
customer,317,Team Standard Term,N/A (Valid Domain Keyword)
cache,316,Team Standard Term,N/A (Valid Domain Keyword)
goal,316,Team Standard Term,N/A (Valid Domain Keyword)
matching,315,Team Standard Term,N/A (Valid Domain Keyword)
sense,315,Team Standard Term,N/A (Valid Domain Keyword)
accept,314,Team Standard Term,N/A (Valid Domain Keyword)
extra,313,Team Standard Term,N/A (Valid Domain Keyword)
various,313,Team Standard Term,N/A (Valid Domain Keyword)
shell,313,Team Standard Term,N/A (Valid Domain Keyword)
saved,313,Team Standard Term,N/A (Valid Domain Keyword)
special,313,Team Standard Term,N/A (Valid Domain Keyword)
keyboard,311,Team Standard Term,N/A (Valid Domain Keyword)
today,311,Team Standard Term,N/A (Valid Domain Keyword)
selenium,311,Team Standard Term,N/A (Valid Domain Keyword)
card,311,Team Standard Term,N/A (Valid Domain Keyword)
sentence,310,Team Standard Term,N/A (Valid Domain Keyword)
declared,309,Team Standard Term,N/A (Valid Domain Keyword)
grid,307,Team Standard Term,N/A (Valid Domain Keyword)
situation,306,Team Standard Term,N/A (Valid Domain Keyword)
high,306,Team Standard Term,N/A (Valid Domain Keyword)
unknown,306,Team Standard Term,N/A (Valid Domain Keyword)
register,305,Team Standard Term,N/A (Valid Domain Keyword)
append,304,Team Standard Term,N/A (Valid Domain Keyword)
feel,304,Team Standard Term,N/A (Valid Domain Keyword)
piece,303,Team Standard Term,N/A (Valid Domain Keyword)
blank,302,Team Standard Term,N/A (Valid Domain Keyword)
permission,300,Team Standard Term,N/A (Valid Domain Keyword)
longer,300,Team Standard Term,N/A (Valid Domain Keyword)
direction,299,Team Standard Term,N/A (Valid Domain Keyword)
scenario,299,Team Standard Term,N/A (Valid Domain Keyword)
removed,299,Team Standard Term,N/A (Valid Domain Keyword)
additional,299,Team Standard Term,N/A (Valid Domain Keyword)
efficient,299,Team Standard Term,N/A (Valid Domain Keyword)
determine,298,Team Standard Term,N/A (Valid Domain Keyword)
conversion,297,Team Standard Term,N/A (Valid Domain Keyword)
wait,297,Team Standard Term,N/A (Valid Domain Keyword)
short,296,Team Standard Term,N/A (Valid Domain Keyword)
spark,296,Team Standard Term,N/A (Valid Domain Keyword)
graph,296,Team Standard Term,N/A (Valid Domain Keyword)
believe,295,Team Standard Term,N/A (Valid Domain Keyword)
flag,295,Team Standard Term,N/A (Valid Domain Keyword)
connected,294,Team Standard Term,N/A (Valid Domain Keyword)
obviously,294,Team Standard Term,N/A (Valid Domain Keyword)
reverse,292,Team Standard Term,N/A (Valid Domain Keyword)
along,292,Team Standard Term,N/A (Valid Domain Keyword)
attached,292,Team Standard Term,N/A (Valid Domain Keyword)
apple,292,Team Standard Term,N/A (Valid Domain Keyword)
city,291,Team Standard Term,N/A (Valid Domain Keyword)
initialize,290,Team Standard Term,N/A (Valid Domain Keyword)
manager,289,Team Standard Term,N/A (Valid Domain Keyword)
linked,288,Team Standard Term,N/A (Valid Domain Keyword)
hidden,288,Team Standard Term,N/A (Valid Domain Keyword)
although,288,Team Standard Term,N/A (Valid Domain Keyword)
anyway,287,Team Standard Term,N/A (Valid Domain Keyword)
layer,287,Team Standard Term,N/A (Valid Domain Keyword)
generic,286,Team Standard Term,N/A (Valid Domain Keyword)
moment,285,Team Standard Term,N/A (Valid Domain Keyword)
eclipse,285,Team Standard Term,N/A (Valid Domain Keyword)
validate,285,Team Standard Term,N/A (Valid Domain Keyword)
somebody,285,Team Standard Term,N/A (Valid Domain Keyword)
general,284,Team Standard Term,N/A (Valid Domain Keyword)
production,283,Team Standard Term,N/A (Valid Domain Keyword)
develop,282,Team Standard Term,N/A (Valid Domain Keyword)
animation,281,Team Standard Term,N/A (Valid Domain Keyword)
selection,281,Team Standard Term,N/A (Valid Domain Keyword)
requirement,281,Team Standard Term,N/A (Valid Domain Keyword)
explanation,281,Team Standard Term,N/A (Valid Domain Keyword)
macro,281,Team Standard Term,N/A (Valid Domain Keyword)
weird,280,Team Standard Term,N/A (Valid Domain Keyword)
necessary,280,Team Standard Term,N/A (Valid Domain Keyword)
initial,279,Team Standard Term,N/A (Valid Domain Keyword)
important,279,Team Standard Term,N/A (Valid Domain Keyword)
constraint,279,Team Standard Term,N/A (Valid Domain Keyword)
strange,279,Team Standard Term,N/A (Valid Domain Keyword)
oracle,278,Team Standard Term,N/A (Valid Domain Keyword)
fact,278,Team Standard Term,N/A (Valid Domain Keyword)
blue,278,Team Standard Term,N/A (Valid Domain Keyword)
maximum,276,Team Standard Term,N/A (Valid Domain Keyword)
easily,275,Team Standard Term,N/A (Valid Domain Keyword)
team,273,Team Standard Term,N/A (Valid Domain Keyword)
fail,272,Team Standard Term,N/A (Valid Domain Keyword)
printed,272,Team Standard Term,N/A (Valid Domain Keyword)
refresh,272,Team Standard Term,N/A (Valid Domain Keyword)
country,271,Team Standard Term,N/A (Valid Domain Keyword)
live,270,Team Standard Term,N/A (Valid Domain Keyword)
received,269,Team Standard Term,N/A (Valid Domain Keyword)
express,269,Team Standard Term,N/A (Valid Domain Keyword)
platform,268,Team Standard Term,N/A (Valid Domain Keyword)
causing,267,Team Standard Term,N/A (Valid Domain Keyword)
prompt,265,Team Standard Term,N/A (Valid Domain Keyword)
company,265,Team Standard Term,N/A (Valid Domain Keyword)
alternative,265,Team Standard Term,N/A (Valid Domain Keyword)
relevant,264,Team Standard Term,N/A (Valid Domain Keyword)
useful,264,Team Standard Term,N/A (Valid Domain Keyword)
choice,264,Team Standard Term,N/A (Valid Domain Keyword)
wonder,263,Team Standard Term,N/A (Valid Domain Keyword)
digit,263,Team Standard Term,N/A (Valid Domain Keyword)
optional,262,Team Standard Term,N/A (Valid Domain Keyword)
pipeline,262,Team Standard Term,N/A (Valid Domain Keyword)
driver,261,Team Standard Term,N/A (Valid Domain Keyword)
launch,261,Team Standard Term,N/A (Valid Domain Keyword)
opening,260,Team Standard Term,N/A (Valid Domain Keyword)
declaration,260,Team Standard Term,N/A (Valid Domain Keyword)
black,260,Team Standard Term,N/A (Valid Domain Keyword)
formula,260,Team Standard Term,N/A (Valid Domain Keyword)
ignore,259,Team Standard Term,N/A (Valid Domain Keyword)
behind,258,Team Standard Term,N/A (Valid Domain Keyword)
clean,258,Team Standard Term,N/A (Valid Domain Keyword)
handling,256,Team Standard Term,N/A (Valid Domain Keyword)
corresponding,255,Team Standard Term,N/A (Valid Domain Keyword)
shape,255,Team Standard Term,N/A (Valid Domain Keyword)
removing,255,Team Standard Term,N/A (Valid Domain Keyword)
